,store_id,date,demand,sell_price,ID
37,CA_1,2011-10-16,11.0,4.74,FOODS_1_024
38,CA_1,2011-10-23,12.0,4.74,FOODS_1_024
39,CA_1,2011-10-30,0.0,4.74,FOODS_1_024
40,CA_1,2011-11-06,1.0,4.74,FOODS_1_024
41,CA_1,2011-11-13,0.0,4.74,FOODS_1_024
42,CA_1,2011-11-20,7.0,4.74,FOODS_1_024
43,CA_1,2011-11-27,12.0,4.74,FOODS_1_024
44,CA_1,2011-12-04,13.0,4.74,FOODS_1_024
45,CA_1,2011-12-11,11.0,4.74,FOODS_1_024
46,CA_1,2011-12-18,17.0,4.74,FOODS_1_024
47,CA_1,2011-12-25,19.0,4.74,FOODS_1_024
48,CA_1,2012-01-01,2.0,4.74,FOODS_1_024
49,CA_1,2012-01-08,1.0,4.74,FOODS_1_024
50,CA_1,2012-01-15,4.0,4.74,FOODS_1_024
51,CA_1,2012-01-22,1.0,4.74,FOODS_1_024
52,CA_1,2012-01-29,8.0,4.74,FOODS_1_024
53,CA_1,2012-02-05,8.0,4.74,FOODS_1_024
54,CA_1,2012-02-12,8.0,4.74,FOODS_1_024
55,CA_1,2012-02-19,12.0,4.74,FOODS_1_024
56,CA_1,2012-02-26,7.0,4.74,FOODS_1_024
57,CA_1,2012-03-04,20.0,4.74,FOODS_1_024
58,CA_1,2012-03-11,8.0,4.74,FOODS_1_024
59,CA_1,2012-03-18,5.0,4.74,FOODS_1_024
60,CA_1,2012-03-25,1.0,4.74,FOODS_1_024
61,CA_1,2012-04-01,0.0,4.74,FOODS_1_024
62,CA_1,2012-04-08,0.0,4.74,FOODS_1_024
63,CA_1,2012-04-15,0.0,4.74,FOODS_1_024
64,CA_1,2012-04-22,6.0,4.74,FOODS_1_024
65,CA_1,2012-04-29,3.0,4.74,FOODS_1_024
66,CA_1,2012-05-06,11.0,4.74,FOODS_1_024
67,CA_1,2012-05-13,7.0,4.74,FOODS_1_024
68,CA_1,2012-05-20,11.0,4.74,FOODS_1_024
69,CA_1,2012-05-27,12.0,4.74,FOODS_1_024
70,CA_1,2012-06-03,9.0,4.74,FOODS_1_024
71,CA_1,2012-06-10,10.0,4.74,FOODS_1_024
72,CA_1,2012-06-17,3.0,4.74,FOODS_1_024
73,CA_1,2012-06-24,5.0,4.74,FOODS_1_024
74,CA_1,2012-07-01,6.0,4.74,FOODS_1_024
75,CA_1,2012-07-08,15.0,4.74,FOODS_1_024
76,CA_1,2012-07-15,10.0,4.74,FOODS_1_024
77,CA_1,2012-07-22,9.0,4.74,FOODS_1_024
78,CA_1,2012-07-29,12.0,4.74,FOODS_1_024
79,CA_1,2012-08-05,18.0,4.74,FOODS_1_024
80,CA_1,2012-08-12,8.0,4.74,FOODS_1_024
81,CA_1,2012-08-19,4.0,4.74,FOODS_1_024
82,CA_1,2012-08-26,10.0,4.74,FOODS_1_024
83,CA_1,2012-09-02,8.0,4.74,FOODS_1_024
84,CA_1,2012-09-09,6.0,4.74,FOODS_1_024
85,CA_1,2012-09-16,4.0,4.74,FOODS_1_024
86,CA_1,2012-09-23,6.0,4.74,FOODS_1_024
87,CA_1,2012-09-30,7.0,4.74,FOODS_1_024
88,CA_1,2012-10-07,9.0,4.74,FOODS_1_024
89,CA_1,2012-10-14,15.0,4.74,FOODS_1_024
90,CA_1,2012-10-21,15.0,4.74,FOODS_1_024
91,CA_1,2012-10-28,12.0,4.74,FOODS_1_024
92,CA_1,2012-11-04,5.0,4.74,FOODS_1_024
93,CA_1,2012-11-11,11.0,4.74,FOODS_1_024
94,CA_1,2012-11-18,8.0,4.74,FOODS_1_024
95,CA_1,2012-11-25,3.0,4.74,FOODS_1_024
96,CA_1,2012-12-02,4.0,4.74,FOODS_1_024
97,CA_1,2012-12-09,13.0,4.74,FOODS_1_024
98,CA_1,2012-12-16,13.0,4.74,FOODS_1_024
99,CA_1,2012-12-23,22.0,4.74,FOODS_1_024
100,CA_1,2012-12-30,6.0,4.74,FOODS_1_024
101,CA_1,2013-01-06,8.0,4.74,FOODS_1_024
102,CA_1,2013-01-13,10.0,4.74,FOODS_1_024
103,CA_1,2013-01-20,6.0,4.74,FOODS_1_024
104,CA_1,2013-01-27,0.0,4.74,FOODS_1_024
105,CA_1,2013-02-03,0.0,4.74,FOODS_1_024
106,CA_1,2013-02-10,4.0,4.74,FOODS_1_024
107,CA_1,2013-02-17,4.0,4.74,FOODS_1_024
108,CA_1,2013-02-24,3.0,4.74,FOODS_1_024
109,CA_1,2013-03-03,1.0,4.74,FOODS_1_024
110,CA_1,2013-03-10,3.0,4.74,FOODS_1_024
111,CA_1,2013-03-17,8.0,4.74,FOODS_1_024
112,CA_1,2013-03-24,8.0,4.74,FOODS_1_024
113,CA_1,2013-03-31,2.0,4.74,FOODS_1_024
114,CA_1,2013-04-07,5.0,4.74,FOODS_1_024
115,CA_1,2013-04-14,4.0,4.74,FOODS_1_024
116,CA_1,2013-04-21,10.0,4.74,FOODS_1_024
117,CA_1,2013-04-28,3.0,4.74,FOODS_1_024
118,CA_1,2013-05-05,12.0,4.74,FOODS_1_024
119,CA_1,2013-05-12,11.0,4.74,FOODS_1_024
120,CA_1,2013-05-19,8.0,4.74,FOODS_1_024
121,CA_1,2013-05-26,0.0,4.74,FOODS_1_024
122,CA_1,2013-06-02,7.0,4.74,FOODS_1_024
123,CA_1,2013-06-09,13.0,4.74,FOODS_1_024
124,CA_1,2013-06-16,0.0,4.74,FOODS_1_024
125,CA_1,2013-06-23,3.0,4.74,FOODS_1_024
126,CA_1,2013-06-30,9.0,4.74,FOODS_1_024
127,CA_1,2013-07-07,15.0,4.74,FOODS_1_024
128,CA_1,2013-07-14,12.0,4.74,FOODS_1_024
129,CA_1,2013-07-21,18.0,4.74,FOODS_1_024
130,CA_1,2013-07-28,11.0,4.74,FOODS_1_024
131,CA_1,2013-08-04,28.0,4.74,FOODS_1_024
132,CA_1,2013-08-11,17.0,4.74,FOODS_1_024
133,CA_1,2013-08-18,18.0,4.74,FOODS_1_024
134,CA_1,2013-08-25,22.0,4.74,FOODS_1_024
135,CA_1,2013-09-01,8.0,4.74,FOODS_1_024
136,CA_1,2013-09-08,14.0,4.74,FOODS_1_024
137,CA_1,2013-09-15,16.0,4.74,FOODS_1_024
138,CA_1,2013-09-22,7.0,4.74,FOODS_1_024
139,CA_1,2013-09-29,6.0,4.74,FOODS_1_024
140,CA_1,2013-10-06,11.0,4.74,FOODS_1_024
141,CA_1,2013-10-13,7.0,4.74,FOODS_1_024
142,CA_1,2013-10-20,7.0,4.74,FOODS_1_024
143,CA_1,2013-10-27,13.0,4.74,FOODS_1_024
144,CA_1,2013-11-03,8.0,4.74,FOODS_1_024
145,CA_1,2013-11-10,6.0,4.74,FOODS_1_024
146,CA_1,2013-11-17,8.0,4.74,FOODS_1_024
147,CA_1,2013-11-24,14.0,4.74,FOODS_1_024
148,CA_1,2013-12-01,8.0,4.74,FOODS_1_024
149,CA_1,2013-12-08,8.0,4.74,FOODS_1_024
150,CA_1,2013-12-15,14.0,4.74,FOODS_1_024
151,CA_1,2013-12-22,29.0,4.74,FOODS_1_024
152,CA_1,2013-12-29,9.0,4.74,FOODS_1_024
153,CA_1,2014-01-05,5.0,4.74,FOODS_1_024
154,CA_1,2014-01-12,9.0,4.74,FOODS_1_024
155,CA_1,2014-01-19,11.0,4.74,FOODS_1_024
156,CA_1,2014-01-26,9.0,4.74,FOODS_1_024
157,CA_1,2014-02-02,11.0,4.74,FOODS_1_024
158,CA_1,2014-02-09,5.0,4.74,FOODS_1_024
159,CA_1,2014-02-16,15.0,4.74,FOODS_1_024
160,CA_1,2014-02-23,2.0,4.74,FOODS_1_024
161,CA_1,2014-03-02,5.0,4.74,FOODS_1_024
162,CA_1,2014-03-09,2.0,4.74,FOODS_1_024
163,CA_1,2014-03-16,6.0,4.74,FOODS_1_024
164,CA_1,2014-03-23,6.0,4.74,FOODS_1_024
165,CA_1,2014-03-30,5.0,4.74,FOODS_1_024
166,CA_1,2014-04-06,6.0,4.74,FOODS_1_024
167,CA_1,2014-04-13,9.0,4.74,FOODS_1_024
168,CA_1,2014-04-20,13.0,4.74,FOODS_1_024
169,CA_1,2014-04-27,6.0,4.74,FOODS_1_024
170,CA_1,2014-05-04,2.0,4.74,FOODS_1_024
171,CA_1,2014-05-11,4.0,4.74,FOODS_1_024
172,CA_1,2014-05-18,6.0,4.74,FOODS_1_024
173,CA_1,2014-05-25,3.0,4.74,FOODS_1_024
174,CA_1,2014-06-01,4.0,4.74,FOODS_1_024
175,CA_1,2014-06-08,4.0,4.74,FOODS_1_024
176,CA_1,2014-06-15,6.0,4.74,FOODS_1_024
177,CA_1,2014-06-22,12.0,4.74,FOODS_1_024
178,CA_1,2014-06-29,9.0,4.74,FOODS_1_024
179,CA_1,2014-07-06,7.0,4.74,FOODS_1_024
180,CA_1,2014-07-13,6.0,4.74,FOODS_1_024
181,CA_1,2014-07-20,7.0,4.74,FOODS_1_024
182,CA_1,2014-07-27,5.0,4.74,FOODS_1_024
183,CA_1,2014-08-03,1.0,4.74,FOODS_1_024
184,CA_1,2014-08-10,4.0,4.74,FOODS_1_024
185,CA_1,2014-08-17,0.0,4.74,FOODS_1_024
186,CA_1,2014-08-24,3.0,4.74,FOODS_1_024
187,CA_1,2014-08-31,3.0,4.74,FOODS_1_024
188,CA_1,2014-09-07,0.0,4.74,FOODS_1_024
189,CA_1,2014-09-14,3.0,4.74,FOODS_1_024
190,CA_1,2014-09-21,2.0,4.774286,FOODS_1_024
191,CA_1,2014-09-28,7.0,4.86,FOODS_1_024
192,CA_1,2014-10-05,4.0,4.86,FOODS_1_024
193,CA_1,2014-10-12,9.0,4.86,FOODS_1_024
194,CA_1,2014-10-19,7.0,4.86,FOODS_1_024
195,CA_1,2014-10-26,10.0,4.86,FOODS_1_024
196,CA_1,2014-11-02,10.0,4.86,FOODS_1_024
197,CA_1,2014-11-09,4.0,4.86,FOODS_1_024
198,CA_1,2014-11-16,0.0,4.86,FOODS_1_024
199,CA_1,2014-11-23,14.0,4.86,FOODS_1_024
200,CA_1,2014-11-30,11.0,4.86,FOODS_1_024
201,CA_1,2014-12-07,22.0,4.86,FOODS_1_024
202,CA_1,2014-12-14,19.0,4.86,FOODS_1_024
203,CA_1,2014-12-21,41.0,4.86,FOODS_1_024
204,CA_1,2014-12-28,14.0,4.86,FOODS_1_024
205,CA_1,2015-01-04,6.0,4.86,FOODS_1_024
206,CA_1,2015-01-11,9.0,4.86,FOODS_1_024
207,CA_1,2015-01-18,8.0,4.86,FOODS_1_024
208,CA_1,2015-01-25,4.0,4.86,FOODS_1_024
209,CA_1,2015-02-01,7.0,4.86,FOODS_1_024
210,CA_1,2015-02-08,8.0,4.86,FOODS_1_024
211,CA_1,2015-02-15,8.0,4.86,FOODS_1_024
212,CA_1,2015-02-22,10.0,4.86,FOODS_1_024
213,CA_1,2015-03-01,9.0,4.86,FOODS_1_024
214,CA_1,2015-03-08,9.0,4.86,FOODS_1_024
215,CA_1,2015-03-15,8.0,4.86,FOODS_1_024
216,CA_1,2015-03-22,6.0,4.86,FOODS_1_024
217,CA_1,2015-03-29,6.0,4.86,FOODS_1_024
218,CA_2,2011-01-30,7.0,3.97,FOODS_1_024
219,CA_2,2011-02-06,24.0,3.97,FOODS_1_024
220,CA_2,2011-02-13,56.0,3.97,FOODS_1_024
221,CA_2,2011-02-20,21.0,3.97,FOODS_1_024
222,CA_2,2011-02-27,19.0,3.97,FOODS_1_024
223,CA_2,2011-03-06,60.0,3.97,FOODS_1_024
224,CA_2,2011-03-13,15.0,3.97,FOODS_1_024
225,CA_2,2011-03-20,23.0,3.97,FOODS_1_024
226,CA_2,2011-03-27,46.0,3.97,FOODS_1_024
227,CA_2,2011-04-03,15.0,3.97,FOODS_1_024
228,CA_2,2011-04-10,23.0,3.97,FOODS_1_024
229,CA_2,2011-04-17,18.0,3.97,FOODS_1_024
230,CA_2,2011-04-24,31.0,3.97,FOODS_1_024
231,CA_2,2011-05-01,21.0,3.97,FOODS_1_024
232,CA_2,2011-05-08,14.0,3.97,FOODS_1_024
233,CA_2,2011-05-15,15.0,3.97,FOODS_1_024
234,CA_2,2011-05-22,27.0,3.97,FOODS_1_024
235,CA_2,2011-05-29,30.0,3.97,FOODS_1_024
236,CA_2,2011-06-05,18.0,3.97,FOODS_1_024
237,CA_2,2011-06-12,24.0,3.97,FOODS_1_024
238,CA_2,2011-06-19,29.0,3.97,FOODS_1_024
239,CA_2,2011-06-26,31.0,3.97,FOODS_1_024
240,CA_2,2011-07-03,19.0,3.97,FOODS_1_024
241,CA_2,2011-07-10,17.0,3.97,FOODS_1_024
242,CA_2,2011-07-17,19.0,3.97,FOODS_1_024
243,CA_2,2011-07-24,22.0,3.97,FOODS_1_024
244,CA_2,2011-07-31,22.0,3.97,FOODS_1_024
245,CA_2,2011-08-07,14.0,4.19,FOODS_1_024
246,CA_2,2011-08-14,19.0,4.74,FOODS_1_024
247,CA_2,2011-08-21,14.0,4.74,FOODS_1_024
248,CA_2,2011-08-28,8.0,4.74,FOODS_1_024
249,CA_2,2011-09-04,10.0,4.74,FOODS_1_024
250,CA_2,2011-09-11,11.0,4.74,FOODS_1_024
251,CA_2,2011-09-18,19.0,4.74,FOODS_1_024
252,CA_2,2011-09-25,24.0,4.74,FOODS_1_024
253,CA_2,2011-10-02,17.0,4.74,FOODS_1_024
254,CA_2,2011-10-09,42.0,4.74,FOODS_1_024
255,CA_2,2011-10-16,35.0,4.74,FOODS_1_024
256,CA_2,2011-10-23,21.0,4.74,FOODS_1_024
257,CA_2,2011-10-30,22.0,4.74,FOODS_1_024
258,CA_2,2011-11-06,18.0,4.74,FOODS_1_024
259,CA_2,2011-11-13,30.0,4.74,FOODS_1_024
260,CA_2,2011-11-20,13.0,4.74,FOODS_1_024
261,CA_2,2011-11-27,8.0,4.74,FOODS_1_024
262,CA_2,2011-12-04,3.0,4.74,FOODS_1_024
263,CA_2,2011-12-11,24.0,4.74,FOODS_1_024
264,CA_2,2011-12-18,0.0,4.74,FOODS_1_024
265,CA_2,2011-12-25,3.0,4.74,FOODS_1_024
266,CA_2,2012-01-01,7.0,4.74,FOODS_1_024
267,CA_2,2012-01-08,0.0,4.74,FOODS_1_024
268,CA_2,2012-01-15,22.0,4.74,FOODS_1_024
269,CA_2,2012-01-22,14.0,4.74,FOODS_1_024
270,CA_2,2012-01-29,16.0,4.74,FOODS_1_024
271,CA_2,2012-02-05,22.0,4.74,FOODS_1_024
272,CA_2,2012-02-12,36.0,4.74,FOODS_1_024
273,CA_2,2012-02-19,26.0,4.74,FOODS_1_024
274,CA_2,2012-02-26,23.0,4.74,FOODS_1_024
275,CA_2,2012-03-04,23.0,4.74,FOODS_1_024
276,CA_2,2012-03-11,19.0,4.74,FOODS_1_024
277,CA_2,2012-03-18,18.0,4.74,FOODS_1_024
278,CA_2,2012-03-25,8.0,4.74,FOODS_1_024
279,CA_2,2012-04-01,10.0,4.74,FOODS_1_024
280,CA_2,2012-04-08,15.0,4.74,FOODS_1_024
281,CA_2,2012-04-15,17.0,4.74,FOODS_1_024
282,CA_2,2012-04-22,25.0,4.74,FOODS_1_024
283,CA_2,2012-04-29,19.0,4.74,FOODS_1_024
284,CA_2,2012-05-06,20.0,4.74,FOODS_1_024
285,CA_2,2012-05-13,20.0,4.74,FOODS_1_024
286,CA_2,2012-05-20,12.0,4.74,FOODS_1_024
287,CA_2,2012-05-27,13.0,4.74,FOODS_1_024
288,CA_2,2012-06-03,11.0,4.74,FOODS_1_024
289,CA_2,2012-06-10,18.0,4.74,FOODS_1_024
290,CA_2,2012-06-17,6.0,4.74,FOODS_1_024
291,CA_2,2012-06-24,13.0,4.74,FOODS_1_024
292,CA_2,2012-07-01,23.0,4.74,FOODS_1_024
293,CA_2,2012-07-08,15.0,4.74,FOODS_1_024
294,CA_2,2012-07-15,24.0,4.74,FOODS_1_024
295,CA_2,2012-07-22,11.0,4.74,FOODS_1_024
296,CA_2,2012-07-29,17.0,4.74,FOODS_1_024
297,CA_2,2012-08-05,9.0,4.74,FOODS_1_024
298,CA_2,2012-08-12,18.0,4.74,FOODS_1_024
299,CA_2,2012-08-19,17.0,4.74,FOODS_1_024
300,CA_2,2012-08-26,15.0,4.74,FOODS_1_024
301,CA_2,2012-09-02,9.0,4.74,FOODS_1_024
302,CA_2,2012-09-09,0.0,4.74,FOODS_1_024
303,CA_2,2012-09-16,0.0,4.74,FOODS_1_024
304,CA_2,2012-09-23,0.0,4.74,FOODS_1_024
305,CA_2,2012-09-30,4.0,4.74,FOODS_1_024
306,CA_2,2012-10-07,17.0,4.74,FOODS_1_024
307,CA_2,2012-10-14,2.0,4.74,FOODS_1_024
308,CA_2,2012-10-21,2.0,4.74,FOODS_1_024
309,CA_2,2012-10-28,8.0,4.74,FOODS_1_024
310,CA_2,2012-11-04,12.0,4.74,FOODS_1_024
311,CA_2,2012-11-11,12.0,4.74,FOODS_1_024
312,CA_2,2012-11-18,9.0,4.74,FOODS_1_024
313,CA_2,2012-11-25,14.0,4.74,FOODS_1_024
314,CA_2,2012-12-02,14.0,4.74,FOODS_1_024
315,CA_2,2012-12-09,10.0,4.74,FOODS_1_024
316,CA_2,2012-12-16,2.0,4.74,FOODS_1_024
317,CA_2,2012-12-23,11.0,4.74,FOODS_1_024
318,CA_2,2012-12-30,8.0,4.74,FOODS_1_024
319,CA_2,2013-01-06,20.0,4.74,FOODS_1_024
320,CA_2,2013-01-13,3.0,4.74,FOODS_1_024
321,CA_2,2013-01-20,2.0,4.74,FOODS_1_024
322,CA_2,2013-01-27,0.0,4.74,FOODS_1_024
323,CA_2,2013-02-03,0.0,4.74,FOODS_1_024
324,CA_2,2013-02-10,7.0,4.74,FOODS_1_024
325,CA_2,2013-02-17,9.0,4.74,FOODS_1_024
326,CA_2,2013-02-24,5.0,4.74,FOODS_1_024
327,CA_2,2013-03-03,13.0,4.74,FOODS_1_024
328,CA_2,2013-03-10,10.0,4.74,FOODS_1_024
329,CA_2,2013-03-17,8.0,4.74,FOODS_1_024
330,CA_2,2013-03-24,17.0,4.74,FOODS_1_024
331,CA_2,2013-03-31,17.0,4.74,FOODS_1_024
332,CA_2,2013-04-07,29.0,4.74,FOODS_1_024
333,CA_2,2013-04-14,15.0,4.74,FOODS_1_024
334,CA_2,2013-04-21,21.0,4.74,FOODS_1_024
335,CA_2,2013-04-28,9.0,4.74,FOODS_1_024
336,CA_2,2013-05-05,10.0,4.74,FOODS_1_024
337,CA_2,2013-05-12,15.0,4.74,FOODS_1_024
338,CA_2,2013-05-19,26.0,4.74,FOODS_1_024
339,CA_2,2013-05-26,0.0,4.74,FOODS_1_024
340,CA_2,2013-06-02,17.0,4.74,FOODS_1_024
341,CA_2,2013-06-09,11.0,4.74,FOODS_1_024
342,CA_2,2013-06-16,0.0,4.74,FOODS_1_024
343,CA_2,2013-06-23,14.0,4.74,FOODS_1_024
344,CA_2,2013-06-30,23.0,4.74,FOODS_1_024
345,CA_2,2013-07-07,21.0,4.74,FOODS_1_024
346,CA_2,2013-07-14,24.0,4.74,FOODS_1_024
347,CA_2,2013-07-21,13.0,4.74,FOODS_1_024
348,CA_2,2013-07-28,17.0,4.74,FOODS_1_024
349,CA_2,2013-08-04,15.0,4.74,FOODS_1_024
350,CA_2,2013-08-11,15.0,4.74,FOODS_1_024
351,CA_2,2013-08-18,5.0,4.74,FOODS_1_024
352,CA_2,2013-08-25,11.0,4.74,FOODS_1_024
353,CA_2,2013-09-01,9.0,4.74,FOODS_1_024
354,CA_2,2013-09-08,9.0,4.74,FOODS_1_024
355,CA_2,2013-09-15,10.0,4.74,FOODS_1_024
356,CA_2,2013-09-22,15.0,4.74,FOODS_1_024
357,CA_2,2013-09-29,15.0,4.74,FOODS_1_024
358,CA_2,2013-10-06,25.0,4.74,FOODS_1_024
359,CA_2,2013-10-13,11.0,4.74,FOODS_1_024
360,CA_2,2013-10-20,39.0,4.74,FOODS_1_024
361,CA_2,2013-10-27,14.0,4.74,FOODS_1_024
362,CA_2,2013-11-03,12.0,4.74,FOODS_1_024
363,CA_2,2013-11-10,7.0,4.74,FOODS_1_024
364,CA_2,2013-11-17,17.0,4.74,FOODS_1_024
365,CA_2,2013-11-24,10.0,4.74,FOODS_1_024
366,CA_2,2013-12-01,16.0,4.74,FOODS_1_024
367,CA_2,2013-12-08,21.0,4.74,FOODS_1_024
368,CA_2,2013-12-15,21.0,4.74,FOODS_1_024
369,CA_2,2013-12-22,28.0,4.74,FOODS_1_024
370,CA_2,2013-12-29,15.0,4.74,FOODS_1_024
371,CA_2,2014-01-05,14.0,4.74,FOODS_1_024
372,CA_2,2014-01-12,20.0,4.74,FOODS_1_024
373,CA_2,2014-01-19,15.0,4.74,FOODS_1_024
374,CA_2,2014-01-26,26.0,4.74,FOODS_1_024
375,CA_2,2014-02-02,17.0,4.74,FOODS_1_024
376,CA_2,2014-02-09,11.0,4.74,FOODS_1_024
377,CA_2,2014-02-16,13.0,4.74,FOODS_1_024
378,CA_2,2014-02-23,14.0,4.74,FOODS_1_024
379,CA_2,2014-03-02,17.0,4.74,FOODS_1_024
380,CA_2,2014-03-09,13.0,4.74,FOODS_1_024
381,CA_2,2014-03-16,5.0,4.74,FOODS_1_024
382,CA_2,2014-03-23,17.0,4.74,FOODS_1_024
383,CA_2,2014-03-30,11.0,4.74,FOODS_1_024
384,CA_2,2014-04-06,17.0,4.74,FOODS_1_024
385,CA_2,2014-04-13,18.0,4.74,FOODS_1_024
386,CA_2,2014-04-20,8.0,4.74,FOODS_1_024
387,CA_2,2014-04-27,11.0,4.74,FOODS_1_024
388,CA_2,2014-05-04,9.0,4.74,FOODS_1_024
389,CA_2,2014-05-11,12.0,4.74,FOODS_1_024
390,CA_2,2014-05-18,21.0,4.74,FOODS_1_024
391,CA_2,2014-05-25,2.0,4.74,FOODS_1_024
392,CA_2,2014-06-01,4.0,4.74,FOODS_1_024
393,CA_2,2014-06-08,10.0,4.74,FOODS_1_024
394,CA_2,2014-06-15,14.0,4.74,FOODS_1_024
395,CA_2,2014-06-22,19.0,4.74,FOODS_1_024
396,CA_2,2014-06-29,7.0,4.74,FOODS_1_024
397,CA_2,2014-07-06,20.0,4.74,FOODS_1_024
398,CA_2,2014-07-13,24.0,4.74,FOODS_1_024
399,CA_2,2014-07-20,10.0,4.74,FOODS_1_024
400,CA_2,2014-07-27,9.0,4.74,FOODS_1_024
401,CA_2,2014-08-03,10.0,4.74,FOODS_1_024
402,CA_2,2014-08-10,10.0,4.74,FOODS_1_024
403,CA_2,2014-08-17,5.0,4.74,FOODS_1_024
404,CA_2,2014-08-24,17.0,4.74,FOODS_1_024
405,CA_2,2014-08-31,13.0,4.74,FOODS_1_024
406,CA_2,2014-09-07,7.0,4.74,FOODS_1_024
407,CA_2,2014-09-14,9.0,4.74,FOODS_1_024
408,CA_2,2014-09-21,14.0,4.774286,FOODS_1_024
409,CA_2,2014-09-28,4.0,4.86,FOODS_1_024
410,CA_2,2014-10-05,14.0,4.86,FOODS_1_024
411,CA_2,2014-10-12,8.0,4.86,FOODS_1_024
412,CA_2,2014-10-19,3.0,4.86,FOODS_1_024
413,CA_2,2014-10-26,13.0,4.86,FOODS_1_024
414,CA_2,2014-11-02,10.0,4.86,FOODS_1_024
415,CA_2,2014-11-09,5.0,4.86,FOODS_1_024
416,CA_2,2014-11-16,15.0,4.86,FOODS_1_024
417,CA_2,2014-11-23,10.0,4.86,FOODS_1_024
418,CA_2,2014-11-30,4.0,4.86,FOODS_1_024
419,CA_2,2014-12-07,14.0,4.86,FOODS_1_024
420,CA_2,2014-12-14,11.0,4.86,FOODS_1_024
421,CA_2,2014-12-21,17.0,4.86,FOODS_1_024
422,CA_2,2014-12-28,16.0,4.86,FOODS_1_024
423,CA_2,2015-01-04,6.0,4.86,FOODS_1_024
424,CA_2,2015-01-11,15.0,4.86,FOODS_1_024
425,CA_2,2015-01-18,12.0,4.86,FOODS_1_024
426,CA_2,2015-01-25,17.0,4.86,FOODS_1_024
427,CA_2,2015-02-01,7.0,4.86,FOODS_1_024
428,CA_2,2015-02-08,9.0,4.86,FOODS_1_024
429,CA_2,2015-02-15,8.0,4.86,FOODS_1_024
430,CA_2,2015-02-22,5.0,4.86,FOODS_1_024
431,CA_2,2015-03-01,3.0,4.86,FOODS_1_024
432,CA_2,2015-03-08,7.0,4.86,FOODS_1_024
433,CA_2,2015-03-15,11.0,4.86,FOODS_1_024
434,CA_2,2015-03-22,12.0,4.86,FOODS_1_024
435,CA_2,2015-03-29,8.0,4.86,FOODS_1_024
436,CA_3,2011-01-30,5.0,3.97,FOODS_1_024
437,CA_3,2011-02-06,17.0,3.97,FOODS_1_024
438,CA_3,2011-02-13,40.0,3.97,FOODS_1_024
439,CA_3,2011-02-20,49.0,3.97,FOODS_1_024
440,CA_3,2011-02-27,28.0,3.97,FOODS_1_024
441,CA_3,2011-03-06,15.0,3.97,FOODS_1_024
442,CA_3,2011-03-13,19.0,3.97,FOODS_1_024
443,CA_3,2011-03-20,13.0,3.97,FOODS_1_024
444,CA_3,2011-03-27,12.0,3.97,FOODS_1_024
445,CA_3,2011-04-03,16.0,3.97,FOODS_1_024
446,CA_3,2011-04-10,31.0,3.97,FOODS_1_024
447,CA_3,2011-04-17,19.0,3.97,FOODS_1_024
448,CA_3,2011-04-24,26.0,3.97,FOODS_1_024
449,CA_3,2011-05-01,21.0,3.97,FOODS_1_024
